board,listing_year,feature,n,mean_shap,mean_abs_shap
北交所,2020.0,same_board_break_rate_ma10,30,0.0006334149434430122,0.006867641250141881
北交所,2021.0,subscription_step_10k,5,-2.846354567218183,2.846354567218183
北交所,2021.0,board,5,-0.8593835814251669,0.8593835814251669
北交所,2021.0,subscription_lower_limit_10k,5,-0.812080948290304,0.812080948290304
北交所,2021.0,recent_ipo_first_day_return_ma20,5,-0.2699681188867866,0.2699681188867866
北交所,2021.0,offline_issue_before_clawback_10k,5,0.0797228271752142,0.0797228271752142
北交所,2021.0,concurrent_offline_issue_sum_10k,5,0.040735742674832834,0.06777662129761025
北交所,2021.0,comparable_pe_avg_ex_nonrecurring,5,-0.06652736680147478,0.06652736680147478
北交所,2021.0,total_issue_shares_10k,5,0.06163918609589466,0.06163918609589466
北交所,2021.0,market_return_ma20,5,0.03606698443883259,0.054449113464981914
北交所,2021.0,subscription_upper_limit_10k,5,-0.050606320512036965,0.05426802036602746
北交所,2021.0,offline_issue_before_share_pct,5,-0.012852338864042218,0.051529183246967106
北交所,2021.0,online_issue_before_clawback_10k,5,0.048163353658544544,0.048163353658544544
北交所,2021.0,strategic_allocation_share_pct,5,-0.022389593202974532,0.04694160500990662
北交所,2021.0,market_turnover_ma20,5,0.008354894577160297,0.03189353664090736
北交所,2021.0,strategic_allocation_10k,5,0.030298624382065847,0.03185731974072548
北交所,2021.0,concurrent_ipo_count,5,0.019140641805019107,0.020799193192720687
北交所,2021.0,market_turnover_ma20_over_ma60,5,-0.013782109030034368,0.018005213365736888
北交所,2021.0,market_turnover_pct_rank_1y,5,-0.0150438916966016,0.016674440676296292
北交所,2021.0,same_board_break_rate_ma10,5,-0.00028617851359566507,0.010552921201695268
北交所,2021.0,same_board_concurrent_ipo_count,5,-0.00236294088174348,0.009687447545257775
北交所,2021.0,industry_pe_at_ipo,5,-0.0014375097096102928,0.0014375097096102928
北交所,2022.0,subscription_step_10k,3,-2.9369429323769194,2.9369429323769194
北交所,2022.0,board,3,-0.8833772757562683,0.8833772757562683
北交所,2022.0,subscription_lower_limit_10k,3,-0.7940659123344119,0.7940659123344119
北交所,2022.0,subscription_upper_limit_10k,3,0.0650558401768952,0.20700542430012772
北交所,2022.0,online_issue_before_clawback_10k,3,-0.015106857625017548,0.19123000360931208
北交所,2022.0,recent_ipo_first_day_return_ma20,3,-0.1464664799840433,0.1464664799840433
北交所,2022.0,market_return_ma20,3,0.10733772041112775,0.10733772041112775
北交所,2022.0,total_issue_shares_10k,3,-0.007314908649785336,0.09408206729269526
北交所,2022.0,strategic_allocation_10k,3,-0.04803369808861671,0.08963261715535935
北交所,2022.0,market_turnover_ma20_over_ma60,3,0.08939640506137697,0.08939640506137697
北交所,2022.0,offline_issue_before_clawback_10k,3,0.03080082100571525,0.0822795547592387
北交所,2022.0,concurrent_offline_issue_sum_10k,3,0.021646258603195283,0.07449063438185542
北交所,2022.0,market_turnover_ma20,3,0.01894167787153244,0.06368903471453845
北交所,2022.0,offline_issue_before_share_pct,3,2.6721331019612566e-05,0.05931775089651468
北交所,2022.0,strategic_allocation_share_pct,3,-0.04412795333400429,0.04412795333400429
北交所,2022.0,comparable_pe_avg_ex_nonrecurring,3,-0.02688825229072139,0.04038239347879009
北交所,2022.0,market_turnover_pct_rank_1y,3,-0.02677456213168845,0.02677456213168845
北交所,2022.0,concurrent_ipo_count,3,0.012064321066635,0.01521446902563265
北交所,2022.0,industry_pe_at_ipo,3,0.003288595746330577,0.013003558940889373
北交所,2022.0,same_board_break_rate_ma10,3,-0.011343399079152883,0.012661226670554174
北交所,2022.0,same_board_concurrent_ipo_count,3,-0.0020476933927368276,0.005391985065364691
北交所,2023.0,subscription_step_10k,2,-3.2684342136890807,3.2684342136890807
北交所,2023.0,subscription_lower_limit_10k,2,-1.0224339670961813,1.0224339670961813
北交所,2023.0,board,2,-0.9723434495656751,0.9723434495656751
北交所,2023.0,online_issue_before_clawback_10k,2,-0.32771665647501674,0.32771665647501674
北交所,2023.0,recent_ipo_first_day_return_ma20,2,-0.22032876603795143,0.22032876603795143
北交所,2023.0,strategic_allocation_10k,2,-0.125581593658044,0.125581593658044
北交所,2023.0,offline_issue_before_share_pct,2,-0.10622308344511201,0.10622308344511201
北交所,2023.0,total_issue_shares_10k,2,-0.10404599378408907,0.10404599378408907
北交所,2023.0,strategic_allocation_share_pct,2,-0.09504183857225978,0.09504183857225978
北交所,2023.0,market_return_ma20,2,-0.09136190996205723,0.09136190996205723
北交所,2023.0,subscription_upper_limit_10k,2,-0.09076287725767823,0.09076287725767823
北交所,2023.0,market_turnover_pct_rank_1y,2,-0.08048286623909207,0.08048286623909207
北交所,2023.0,offline_issue_before_clawback_10k,2,-0.07577632289387667,0.07577632289387667
北交所,2023.0,comparable_pe_avg_ex_nonrecurring,2,-0.056969758871032686,0.056969758871032686
北交所,2023.0,concurrent_offline_issue_sum_10k,2,-0.04563692405224129,0.055307417532738434
北交所,2023.0,market_turnover_ma20_over_ma60,2,-0.052041001160827424,0.052041001160827424
北交所,2023.0,market_turnover_ma20,2,-0.039532756504315106,0.039532756504315106
北交所,2023.0,same_board_break_rate_ma10,2,-0.010961307866917572,0.015558182509329454
北交所,2023.0,concurrent_ipo_count,2,0.002104256020986124,0.010776230895965404
北交所,2023.0,industry_pe_at_ipo,2,-0.010405775445606358,0.010405775445606358
北交所,2023.0,same_board_concurrent_ipo_count,2,-0.0036199508855815723,0.007126614073744044
北交所,2026.0,subscription_step_10k,1,-2.8944604098819684,2.8944604098819684
北交所,2026.0,board,1,-0.8281903406677883,0.8281903406677883
北交所,2026.0,subscription_lower_limit_10k,1,-0.5526221029988294,0.5526221029988294
北交所,2026.0,market_turnover_ma20,1,0.3968211860497571,0.3968211860497571
北交所,2026.0,subscription_upper_limit_10k,1,0.3451819086511571,0.3451819086511571
北交所,2026.0,recent_ipo_first_day_return_ma20,1,0.2236218498258089,0.2236218498258089
北交所,2026.0,market_return_ma20,1,0.1990424060929091,0.1990424060929091
北交所,2026.0,offline_issue_before_share_pct,1,0.1719685309835774,0.1719685309835774
北交所,2026.0,market_turnover_ma20_over_ma60,1,0.14313865609318613,0.14313865609318613
北交所,2026.0,market_turnover_pct_rank_1y,1,0.0789063441604599,0.0789063441604599
北交所,2026.0,offline_issue_before_clawback_10k,1,0.07559193103477861,0.07559193103477861
北交所,2026.0,online_issue_before_clawback_10k,1,-0.06888634613927615,0.06888634613927615
北交所,2026.0,strategic_allocation_10k,1,0.055086820639368074,0.055086820639368074
北交所,2026.0,concurrent_offline_issue_sum_10k,1,0.0464375151686725,0.0464375151686725
北交所,2026.0,strategic_allocation_share_pct,1,0.04192197973358632,0.04192197973358632
北交所,2026.0,same_board_concurrent_ipo_count,1,0.02519861171303884,0.02519861171303884
北交所,2026.0,concurrent_ipo_count,1,0.02398752571853266,0.02398752571853266
北交所,2026.0,industry_pe_at_ipo,1,0.02318078194843927,0.02318078194843927
北交所,2026.0,same_board_break_rate_ma10,1,0.00500917056308746,0.00500917056308746
北交所,2026.0,comparable_pe_avg_ex_nonrecurring,1,-0.0047632481612222746,0.0047632481612222746
北交所,2026.0,total_issue_shares_10k,1,0.0024466205835560625,0.0024466205835560625
科创板,2019.0,market_turnover_ma20,70,-1.1107322675785776,1.1107322675785776
科创板,2019.0,subscription_upper_limit_10k,70,-0.2317894188456442,0.25392016982039595
科创板,2019.0,same_board_concurrent_ipo_count,70,-0.15796903056815287,0.16674145651047345
科创板,2019.0,subscription_step_10k,70,0.08685615796599433,0.08685615796599433
科创板,2019.0,offline_issue_before_clawback_10k,70,-0.019525737900826175,0.08021572018972427
科创板,2019.0,market_turnover_ma20_over_ma60,70,-0.009673832058001096,0.064445662881426
科创板,2019.0,subscription_lower_limit_10k,70,0.007675230236996555,0.06289329551866539
科创板,2019.0,offline_issue_before_share_pct,70,-0.016364010970559686,0.05316201514063661
科创板,2019.0,strategic_allocation_share_pct,70,-0.010675386550794442,0.05166043656563642
科创板,2019.0,board,70,-0.05107943672762492,0.05107943672762492
科创板,2019.0,online_issue_before_clawback_10k,70,-0.002916794940050372,0.04215235184920535
科创板,2019.0,total_issue_shares_10k,70,-0.008590164239464251,0.03979034070847353
科创板,2019.0,concurrent_ipo_count,70,-0.03813743548566274,0.03948568572286814
科创板,2019.0,market_turnover_pct_rank_1y,70,-0.027096503022937476,0.03676769585912005
科创板,2019.0,concurrent_offline_issue_sum_10k,70,-0.007720910680938844,0.03031482183130934
科创板,2019.0,market_return_ma20,70,0.00308182220220317,0.026600574170563572
科创板,2019.0,strategic_allocation_10k,70,0.007258404498727484,0.023931253168551495
科创板,2019.0,recent_ipo_first_day_return_ma20,70,0.005750902768153006,0.022870013739844177
科创板,2019.0,comparable_pe_avg_ex_nonrecurring,70,0.004162760749523478,0.019722892318875824
科创板,2019.0,industry_pe_at_ipo,70,-0.0005944995194510598,0.010294335972287223
科创板,2019.0,same_board_break_rate_ma10,70,0.0007875974766430514,0.0034490812935161733
科创板,2020.0,market_turnover_ma20,143,-0.06988952359172826,0.15869073500234593
科创板,2020.0,market_turnover_ma20_over_ma60,143,-0.07888750772285325,0.108330178698101
科创板,2020.0,subscription_step_10k,143,0.10205310864100609,0.10205310864100609
科创板,2020.0,subscription_lower_limit_10k,143,0.004606224987978089,0.08231702056512818
科创板,2020.0,offline_issue_before_clawback_10k,143,-0.0006217832012141396,0.07820462046431874
科创板,2020.0,board,143,-0.07431833215863193,0.07431833215863193
科创板,2020.0,subscription_upper_limit_10k,143,0.01676405218571952,0.07386151823633554
科创板,2020.0,concurrent_ipo_count,143,-0.056840764507839925,0.07257324151421446
科创板,2020.0,offline_issue_before_share_pct,143,-0.010169500762176426,0.054086215846516066
科创板,2020.0,strategic_allocation_share_pct,143,-0.0014071736945989845,0.05188140745425258
科创板,2020.0,recent_ipo_first_day_return_ma20,143,0.04062738754980262,0.04534885225837297
科创板,2020.0,total_issue_shares_10k,143,-0.0028192998048501682,0.04295123328283504
科创板,2020.0,same_board_concurrent_ipo_count,143,-0.008318352994650908,0.03936698241511532
科创板,2020.0,online_issue_before_clawback_10k,143,-0.003716038055887762,0.03558187990252638
科创板,2020.0,market_turnover_pct_rank_1y,143,-0.022621080516227292,0.03380750973126475
科创板,2020.0,market_return_ma20,143,-0.00914446123438808,0.029368009944597057
科创板,2020.0,strategic_allocation_10k,143,0.0027111664527498555,0.023807404711831247
科创板,2020.0,comparable_pe_avg_ex_nonrecurring,143,-0.00877341711365247,0.020053724435986804
科创板,2020.0,concurrent_offline_issue_sum_10k,143,-0.005433285996117578,0.01998946675150847
科创板,2020.0,industry_pe_at_ipo,143,-0.0036499826207412934,0.010909749601619098
科创板,2020.0,same_board_break_rate_ma10,143,0.004077435925918233,0.006758066119998744
科创板,2021.0,recent_ipo_first_day_return_ma20,162,0.08978730022866545,0.10802557808823741
科创板,2021.0,subscription_step_10k,162,0.10607273380088154,0.10607273380088154
科创板,2021.0,market_turnover_ma20,162,0.09329984682872355,0.09331489425992968
科创板,2021.0,subscription_upper_limit_10k,162,0.015729159209418666,0.08427633062528017
科创板,2021.0,offline_issue_before_clawback_10k,162,0.014809852543495965,0.08078298383846377
科创板,2021.0,board,162,-0.06213376378694665,0.06213376378694665
科创板,2021.0,subscription_lower_limit_10k,162,0.03698538750601908,0.06148317662876855
科创板,2021.0,offline_issue_before_share_pct,162,0.035511427975430145,0.05939604043436305
科创板,2021.0,strategic_allocation_share_pct,162,0.021775880737618276,0.050254780839191104
科创板,2021.0,total_issue_shares_10k,162,-0.0021687165893547852,0.049442134834868645
科创板,2021.0,market_turnover_ma20_over_ma60,162,0.042081615005544526,0.0476127464278629
科创板,2021.0,online_issue_before_clawback_10k,162,0.00034392015315501975,0.03606345899361652
科创板,2021.0,market_turnover_pct_rank_1y,162,0.0032366584711006298,0.0311051526510636
科创板,2021.0,concurrent_ipo_count,162,0.023703168966108055,0.024837057489892303
科创板,2021.0,same_board_concurrent_ipo_count,162,0.024183790475860212,0.024552745259926245
科创板,2021.0,strategic_allocation_10k,162,0.0008352545447855829,0.0214931491363776
科创板,2021.0,market_return_ma20,162,0.006441873705571123,0.018977422455271894
科创板,2021.0,comparable_pe_avg_ex_nonrecurring,162,0.0010596921649352207,0.01702860629256484
科创板,2021.0,concurrent_offline_issue_sum_10k,162,-0.0015268229256978256,0.016630358986048675
科创板,2021.0,same_board_break_rate_ma10,162,0.007256762975787613,0.01154182627367543
科创板,2021.0,industry_pe_at_ipo,162,-0.0022142141454121996,0.011524317757499927
科创板,2022.0,recent_ipo_first_day_return_ma20,123,-0.15494643427865437,0.15494643427865437
科创板,2022.0,subscription_step_10k,123,0.1027587842308858,0.1027587842308858
科创板,2022.0,subscription_upper_limit_10k,123,0.03766169196430204,0.08591174468586496
科创板,2022.0,offline_issue_before_clawback_10k,123,-0.011586203865366353,0.07806942048141789
科创板,2022.0,subscription_lower_limit_10k,123,-0.003580612585526057,0.07639238245111282
科创板,2022.0,board,123,-0.07418610643366601,0.07418610643366601
科创板,2022.0,offline_issue_before_share_pct,123,-0.009393828942611523,0.06516800342178655
科创板,2022.0,market_turnover_ma20,123,0.06259687808569257,0.0642654049941828
科创板,2022.0,total_issue_shares_10k,123,-0.015595771273657409,0.051276982744738436
科创板,2022.0,strategic_allocation_share_pct,123,-0.011707510336255712,0.036887230545472535
科创板,2022.0,strategic_allocation_10k,123,-0.008400055096754596,0.03354067713397174
科创板,2022.0,online_issue_before_clawback_10k,123,-0.005140902084537507,0.03190795457925614
科创板,2022.0,comparable_pe_avg_ex_nonrecurring,123,-0.009816627766479081,0.028939684346225465
科创板,2022.0,market_return_ma20,123,-0.011338765536137703,0.028922343582715424
科创板,2022.0,concurrent_offline_issue_sum_10k,123,-0.010320557022253674,0.02174142115281496
科创板,2022.0,same_board_concurrent_ipo_count,123,0.018779295366915697,0.02059549709204067
科创板,2022.0,market_turnover_ma20_over_ma60,123,0.017564522615899462,0.02030168665489786
科创板,2022.0,same_board_break_rate_ma10,123,-0.01616582688646271,0.019782447240918974
科创板,2022.0,concurrent_ipo_count,123,0.014168896515190607,0.01873362208467644
科创板,2022.0,market_turnover_pct_rank_1y,123,0.005592525626243182,0.015626324118442943
科创板,2022.0,industry_pe_at_ipo,123,0.00028108631004550327,0.013775270206793764
科创板,2023.0,subscription_upper_limit_10k,67,0.05331471255099969,0.1127868971374426
科创板,2023.0,subscription_step_10k,67,0.10226508494383744,0.10226508494383744
科创板,2023.0,recent_ipo_first_day_return_ma20,67,-0.09867380050936991,0.09867380050936991
科创板,2023.0,offline_issue_before_clawback_10k,67,-0.02762571059126476,0.09821242211863847
科创板,2023.0,market_turnover_ma20,67,0.07191510903365977,0.07334478449082676
科创板,2023.0,total_issue_shares_10k,67,-0.027104895845469608,0.0709569082750834
科创板,2023.0,board,67,-0.06853711152448329,0.06853711152448329
科创板,2023.0,subscription_lower_limit_10k,67,0.022523224900586936,0.06619589768920968
科创板,2023.0,offline_issue_before_share_pct,67,-0.002036811173950685,0.05565892719822697
科创板,2023.0,online_issue_before_clawback_10k,67,-0.014723218229870504,0.053199871969931374
科创板,2023.0,strategic_allocation_share_pct,67,-0.015603215190021894,0.035553372698763686
科创板,2023.0,market_turnover_ma20_over_ma60,67,0.031708087372717055,0.03249892114768124
科创板,2023.0,strategic_allocation_10k,67,-0.002102376189549348,0.028600662116672414
科创板,2023.0,market_turnover_pct_rank_1y,67,0.012974891442771825,0.02369608905841235
科创板,2023.0,industry_pe_at_ipo,67,0.010283598653775393,0.023645641331027794
科创板,2023.0,comparable_pe_avg_ex_nonrecurring,67,-0.005961914543119703,0.022235251944738924
科创板,2023.0,concurrent_offline_issue_sum_10k,67,-0.0024004165331208294,0.020143286937829075
科创板,2023.0,same_board_concurrent_ipo_count,67,0.016117962494291965,0.01944459556008829
科创板,2023.0,concurrent_ipo_count,67,0.011645545756186954,0.017417228618919117
科创板,2023.0,market_return_ma20,67,0.0069063379705210015,0.017367087235160943
科创板,2023.0,same_board_break_rate_ma10,67,-0.002364781877333608,0.010726438178288899
科创板,2024.0,market_turnover_ma20,15,0.025913662046170564,0.13910229817060954
科创板,2024.0,subscription_step_10k,15,0.10382890255383362,0.10382890255383362
科创板,2024.0,market_turnover_ma20_over_ma60,15,-0.03317403981475648,0.09309161307038183
科创板,2024.0,board,15,-0.09171047381589928,0.09171047381589928
科创板,2024.0,offline_issue_before_share_pct,15,-0.015075566446034964,0.08465353630883783
科创板,2024.0,offline_issue_before_clawback_10k,15,-0.010946178155114561,0.062382597236036036
科创板,2024.0,subscription_upper_limit_10k,15,0.03312463185394157,0.054086356075566014
科创板,2024.0,market_turnover_pct_rank_1y,15,0.03400327717085851,0.05006259477114299
科创板,2024.0,subscription_lower_limit_10k,15,0.025649931565312138,0.04844181090937814
科创板,2024.0,recent_ipo_first_day_return_ma20,15,-0.03480536870457329,0.045356203331214526
科创板,2024.0,strategic_allocation_10k,15,-0.0250026362653963,0.038127628196815935
科创板,2024.0,strategic_allocation_share_pct,15,-0.012831096235773743,0.03325471348140387
科创板,2024.0,concurrent_offline_issue_sum_10k,15,0.012157891558329229,0.028335014668255405
科创板,2024.0,total_issue_shares_10k,15,-0.00874732855873898,0.025093276565191943
科创板,2024.0,market_return_ma20,15,0.0004859462256923364,0.021815806599833114
科创板,2024.0,comparable_pe_avg_ex_nonrecurring,15,-0.0004634447624298997,0.019621696660899492
科创板,2024.0,concurrent_ipo_count,15,-0.017950504684501108,0.017950504684501108
科创板,2024.0,same_board_break_rate_ma10,15,0.0062816561352109996,0.017790902710770565
科创板,2024.0,online_issue_before_clawback_10k,15,0.006204668891914265,0.015859229109555124
科创板,2024.0,industry_pe_at_ipo,15,-0.0007308747323481896,0.014333959840111966
科创板,2024.0,same_board_concurrent_ipo_count,15,0.012188900165833006,0.0130908461778302
科创板,2025.0,market_turnover_ma20,19,0.14500838326162083,0.14500838326162083
科创板,2025.0,subscription_step_10k,19,0.10601373371517858,0.10601373371517858
科创板,2025.0,recent_ipo_first_day_return_ma20,19,0.10083917095243038,0.10083917095243038
科创板,2025.0,offline_issue_before_clawback_10k,19,-0.04283994038545111,0.08920644721963394
科创板,2025.0,subscription_upper_limit_10k,19,0.0642819944473608,0.08738743535327567
科创板,2025.0,board,19,-0.08337506872915598,0.08337506872915598
科创板,2025.0,subscription_lower_limit_10k,19,0.013984862941037379,0.06353810371265083
科创板,2025.0,total_issue_shares_10k,19,-0.041508105769190444,0.05904314043241078
科创板,2025.0,offline_issue_before_share_pct,19,0.026930425423399695,0.05188534397748619
科创板,2025.0,strategic_allocation_10k,19,-0.028564080495234137,0.03366274249018632
科创板,2025.0,comparable_pe_avg_ex_nonrecurring,19,-0.0281192257336376,0.03297387802217041
科创板,2025.0,market_turnover_ma20_over_ma60,19,-0.01479603235544219,0.03235792565140844
科创板,2025.0,market_turnover_pct_rank_1y,19,-0.025850759558870697,0.03216069408937678
科创板,2025.0,market_return_ma20,19,-0.015889229203619192,0.028946893893875
科创板,2025.0,online_issue_before_clawback_10k,19,-0.013480649759024726,0.02597012025816408
科创板,2025.0,strategic_allocation_share_pct,19,-0.016291864474759374,0.022279365823834274
科创板,2025.0,industry_pe_at_ipo,19,-0.014867528934666191,0.01994071233412779
科创板,2025.0,concurrent_ipo_count,19,0.005986891791830626,0.0171163127114536
科创板,2025.0,same_board_concurrent_ipo_count,19,0.012430570782941883,0.013047823996366698
科创板,2025.0,same_board_break_rate_ma10,19,0.011321633174752401,0.011663116854555941
科创板,2025.0,concurrent_offline_issue_sum_10k,19,0.002703182352800837,0.011448861498677175
科创板,2026.0,market_turnover_ma20,9,0.26166508571886865,0.26166508571886865
科创板,2026.0,recent_ipo_first_day_return_ma20,9,0.16016292657502632,0.16016292657502632
科创板,2026.0,subscription_upper_limit_10k,9,0.07956798209495052,0.12026991452021744
科创板,2026.0,offline_issue_before_clawback_10k,9,-0.059454906259333966,0.11020190224513354
科创板,2026.0,subscription_step_10k,9,0.1063233658064295,0.1063233658064295
科创板,2026.0,board,9,-0.08104261747919306,0.08104261747919306
科创板,2026.0,total_issue_shares_10k,9,-0.03641218639896177,0.06015849450648056
科创板,2026.0,offline_issue_before_share_pct,9,0.05239858042240053,0.058139986685230204
科创板,2026.0,market_turnover_ma20_over_ma60,9,-0.026017258154275105,0.051150676417170346
科创板,2026.0,subscription_lower_limit_10k,9,0.03668684800369162,0.04917705347522711
科创板,2026.0,online_issue_before_clawback_10k,9,-0.01749822018259576,0.03401594287085191
科创板,2026.0,market_turnover_pct_rank_1y,9,-0.0009964795476248975,0.02141894945866181
科创板,2026.0,comparable_pe_avg_ex_nonrecurring,9,-0.016615460443667757,0.019180932012843606
科创板,2026.0,strategic_allocation_10k,9,-0.006820103429529164,0.018921768615038505
科创板,2026.0,strategic_allocation_share_pct,9,-0.018169954452035127,0.018169954452035127
科创板,2026.0,same_board_concurrent_ipo_count,9,0.015238538060299909,0.015238538060299909
科创板,2026.0,concurrent_ipo_count,9,0.009726767062498405,0.012617781253230837
科创板,2026.0,same_board_break_rate_ma10,9,0.011489617064747026,0.011489617064747026
科创板,2026.0,concurrent_offline_issue_sum_10k,9,0.0021032931723390944,0.011223081772385166
科创板,2026.0,market_return_ma20,9,0.0031097699454587166,0.009524285841019898
科创板,2026.0,industry_pe_at_ipo,9,-0.0024947665742807742,0.006786339249669707
